QUOTE;AUTHOR;GENRE
Of the billionaires I have known, money just brings out the basic traits in them. If they were jerks before they had money, they are simply jerks with a billion dollars.;Warren Buffett;money
Lack of money is the root of all evil.;George Bernard Shaw;money
Modern poets talk against business, poor things, but all of us write for money. Beginners are subjected to trial by market.;Robert Frost;money
Being good in business is the most fascinating kind of art. Making money is art and working is art and good business is the best art.;Andy Warhol;money
It is a kind of spiritual snobbery that makes people think they can be happy without money.;Albert Camus;money
When a man says money can do anything, that settles it: he hasn't got any.;George Bernard Shaw;money
We are the only real aristocracy in the world: the aristocracy of money.;George Bernard Shaw;money
Don't bring your need to the marketplace, bring your skill. If you don't feel well, tell your doctor, but not the marketplace. If you need money, go to the bank, but not the marketplace.;Jim Rohn;money
If I win and get the money, then the Oakland Police department is going to buy a boys' home, me a house, my family a house, and a Stop Police Brutality Center.;Tupac Shakur;money
I never attempt to make money on the stock market. I buy on the assumption that they could close the market the next day and not reopen it for five years.;Warren Buffett;money
To give real service you must add something which cannot be bought or measured with money, and that is sincerity and integrity.;Douglas Adams;money
Money is usually attracted, not pursued.;Jim Rohn;money
I actually thought that it would be a little confusing during the same period of your life to be in one meeting when you're trying to make money, and then go to another meeting where you're giving it away. I mean is it gonna erode your ability, you know, to make money? Are you gonna somehow get confused about what you're trying to do?;Bill Gates;money
Innovation has nothing to do with how many R amp& D dollars you have. When Apple came up with the Mac, IBM was spending at least 100 times more on R &amp D. It's not about money. It's about the people you have, how you're led, and how much you get it.;Steve Jobs;money
Pretty much, Apple and Dell are the only ones in this industry making money. They make it by being Wal-Mart. We make it by innovation.;Steve Jobs;money
This will never be a civilized country until we spend more money for books than we do for chewing gum.;Elbert Hubbard;money
You know, my main reaction to this money thing is that it's humorous, all the attention to it, because it's hardly the most insightful or valuable thing that's happened to me.;Steve Jobs;money
What is a normal childhood? We weren't rich, we were pretty middle-class. My dad survived from job to job with him taking care of so many relatives, he couldn't save any money.;Charlie Sheen;money
We need earmark reform, and when I'm President, I will go line by line to make sure that we are not spending money unwisely.;Barack Obama;money
My restaurants are never opened on Thanksgiving I want my staff to spend time with their family if they can. My feeling is, if I can't figure out how to make money the rest of the year so that my workers can enjoy the holidays, then I don't deserve to be an owner.;Michael Symon;money
We have the right as individuals to give away as much of our own money as we please in charity but as members of Congress we have no right to appropriate a dollar of the public money.;Davy Crockett;money
I love to go to Washington - if only to be near my money.;Bob Hope;money
Maturity: Be able to stick with a job until it is finished. Be able to bear an injustice without having to get even. Be able to carry money without spending it. Do your duty without being supervised.;Ann Landers;money
Advertising is the art of convincing people to spend money they don't have for something they don't need.;Will Rogers;money
Money doesn't talk, it swears.;Bob Dylan;money
With our technology, with objects, literally three people in a garage can blow away what 200 people at Microsoft can do. Literally can blow it away. Corporate America has a need that is so huge and can save them so much money, or make them so much money, or cost them so much money if they miss it, that they are going to fuel the object revolution.;Steve Jobs;money
A rich man is nothing but a poor man with money.;W. C. Fields;money
This film cost $31 million. With that kind of money I could have invaded some country.;Clint Eastwood;money
You use your money to buy privacy because during most of your life you aren't allowed to be normal.;Johnny Depp;money
If you make any money, the government shoves you in the creek once a year with it in your pockets, and all that don't get wet you can keep.;Will Rogers;money
The reason we have poverty is that we have no imagination. There are a great many people accumulating what they think is vast wealth, but it's only money... they don't know how to enjoy it, because they have no imagination.;Alan Watts;money
No one in this world has ever lost money by underestimating the intelligence of the great masses of the plain people. Nor has anyone ever lost public office thereby.;H. L. Mencken;money
The circulation of confidence is better than the circulation of money.;James Madison;money
I spent my whole life in the private sector, 25 years in the private sector. I understand that when government takes more money out of the hands of people, it makes it more difficult for them to buy things. If they can't buy things, the economy doesn't grow. If the economy doesn't grow, we don't put Americans to work.;Mitt Romney;money
Disneyland is a work of love. We didn't go into Disneyland just with the idea of making money.;Walt Disney;money
Let advertisers spend the same amount of money improving their product that they do on advertising and they wouldn't have to advertise it.;Will Rogers;money
The highest use of capital is not to make more money, but to make money do more for the betterment of life.;Henry Ford;money
Money without brains is always dangerous.;Napoleon Hill;money
Of course, to have money is just great because you can do what you think is important to you. I always was a rich person because money's not related to happiness.;Paulo Coelho;money
Business, that's easily defined - it's other people's money.;Peter Drucker;money
No one would remember the Good Samaritan if he'd only had good intentions he had money as well.;Margaret Thatcher;money
I'm sick of giving creeps money off my soul.;Bob Dylan;money
Attitude is more important than the past, than education, than money, than circumstances, than what people do or say. It is more important than appearance, giftedness, or skill.;Charles R. Swindoll;money
Time and money spent in helping men to do more for themselves is far better than mere giving.;Henry Ford;money
Money is not the only answer, but it makes a difference.;Barack Obama;money
I'd say it's been my biggest problem all my life... it's money. It takes a lot of money to make these dreams come true.;Walt Disney;money
Prospering just doesn't have to do with money.;Joel Osteen;money
I mean, I do think at a certain point you've made enough money.;Barack Obama;money
If advertisers spent the same amount of money on improving their products as they do on advertising then they wouldn't have to advertise them.;Will Rogers;money
The Internet didn't get invented on its own. Government research created the Internet so that all the companies could make money off the Internet. The point is, is that when we succeed, we succeed because of our individual initiative, but also because we do things together.;Barack Obama;money
Money and women are the most sought after and the least known about of any two things we have.;Will Rogers;money
I think it's too bad that everybody's decided to turn on drugs, I don't think drugs are the problem. Crime is the problem. Cops are the problem. Money's the problem. But drugs are just drugs.;Jerry Garcia;money
Speculation is only a word covering the making of money out of the manipulation of prices, instead of supplying goods and services.;Henry Ford;money
President Obama's view of a free economy is to send your money to his friends. My vision for a free enterprise economy is to return entrepreneurship and genius and creativity to the American people!;Mitt Romney;money
You reach a point where you don't work for money.;Walt Disney;money
Money doesn't make you happy. I now have $50 million but I was just as happy when I had $48 million.;Arnold Schwarzenegger;money
A system of capitalism presumes sound money, not fiat money manipulated by a central bank. Capitalism cherishes voluntary contracts and interest rates that are determined by savings, not credit creation by a central bank.;Ron Paul;money
Money demands that you sell, not your weakness to men's stupidity, but your talent to their reason.;Ayn Rand;money
When it is a question of money, everybody is of the same religion.;Voltaire;money
Money is like an arm or leg - use it or lose it.;Henry Ford;money
I know that campaigns can seem small, and even silly. Trivial things become big distractions. Serious issues become sound bites. And the truth gets buried under an avalanche of money and advertising. If you're sick of hearing me approve this message, believe me - so am I.;Barack Obama;money
You can choose a future where more Americans have the chance to gain the skills they need to compete, no matter how old they are or how much money they have. Education was the gateway to opportunity for me. It was the gateway for Michelle. And now more than ever, it is the gateway to a middle-class life.;Barack Obama;money
I've never preached one sermon on money, on just finances. I want to stay away from it.;Joel Osteen;money
In liberal logic, if life is unfair then the answer is to turn more tax money over to politicians, to spend in ways that will increase their chances of getting reelected.;Thomas Sowell;money
I don't believe we are supposed to go through life defeated and not having enough money to pay our bills or send our kids to college.;Joel Osteen;money
Money cannot buy peace of mind. It cannot heal ruptured relationships, or build meaning into a life that has none.;Richard M. DeVos;money
There are necessary evils. Money is an important thing in terms of representing freedom in our world. And now I have a daughter to think about. It's really the first time I've thought about the future and what it could be.;Johnny Depp;money
I don't mind saying, you know, that I don't take a salary from the church, and God has blessed me with more money than I could imagine from my books.;Joel Osteen;money
You may never get to that perfect world that you're waiting for where everything's going to be perfect and you got that much money and your house paid off.;Joel Osteen;money
I'm tired of hearing about money, money, money, money, money. I just want to play the game, drink Pepsi, wear Reebok.;Shaquille O'Neal;money
Now workers should have the right to join unions. But unions should not be forced upon workers. And unions should not have the power to take money our of their members' paychecks to buy the support of politicians that are favored by the union bosses.;Mitt Romney;money
Talk is by far the most accessible of pleasures. It costs nothing in money, it is all profit, it completes our education, founds and fosters our friendships, and can be enjoyed at any age and in almost any state of health.;Robert Louis Stevenson;money
If a person gets his attitude toward money straight, it will help straighten out almost every other area in his life.;Billy Graham;money
I don't blame the players today for the money. I blame the owners. They started it. They wanna give it to 'em? More power to 'em.;Yogi Berra;money
It's morally wrong to allow a sucker to keep his money.;W. C. Fields;money
It's amazing how people will give when you don't ask. Many of them send money because they believe in the message.;Joel Osteen;money
Money and corruption are ruining the land, crooked politicians betray the working man, pocketing the profits and treating us like sheep, and we're tired of hearing promises that we know they'll never keep.;Ray Davies;money
One does not need buildings, money, power, or status to practice the Art of Peace. Heaven is right where you are standing, and that is the place to train.;Morihei Ueshiba;money
The price we have to pay for money is sometimes liberty.;Robert Louis Stevenson;money
We can be thankful to a friend for a few acres, or a little money and yet for the freedom and command of the whole earth, and for the great benefits of our being, our life, health, and reason, we look upon ourselves as under no obligation.;Lucius Annaeus Seneca;money
Making money is art and working is art and good business is the best art.;Andy Warhol;money
The chief value of money lies in the fact that one lives in a world in which it is overestimated.;H. L. Mencken;money
Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game.;Donald Trump;money
I've seen the ticket, and I still can't believe it. When I see the money, I hope I don't hit the floor.;Judy Garland;money
What have I got? No looks, no money, no education. Just talent.;Sammy Davis, Jr.;money
Money is human happiness in the abstract he, then, who is no longer capable of enjoying human happiness in the concrete devotes himself utterly to money.;Arthur Schopenhauer;money
If our soldiers are not overburdened with money, it is not because they have a distaste for riches if their lives are not unduly long, it is not because they are disinclined to longevity.;Sun Tzu;money
I went to the bank and asked to borrow a cup of money. They said, 'What for?' I said, 'I'm going to buy some sugar.';Steven Wright;money
As one digs deeper into the national character of the Americans, one sees that they have sought the value of everything in this world only in the answer to this single question: how much money will it bring in?;Alexis de Tocqueville;money
I can inspire people on how to use money, how to get economically powerful.;Mike Tyson;money
A real gentleman, even if he loses everything he owns, must show no emotion. Money must be so far beneath a gentleman that it is hardly worth troubling about.;Fyodor Dostoevsky;money
I don't think the money people in Hollywood have ever thought I was normal, but I am dedicated to my work and that's what counts.;Angelina Jolie;money
If all the rich and all of the church people should send their children to the public schools they would feel bound to concentrate their money on improving these schools until they met the highest ideals.;Susan B. Anthony;money
Well private money can take risks in a way that government money often isn't willing to.;Bill Gates;money
I did my time for the rape. I paid my money to Las Vegas. I paid my dues.;Mike Tyson;money
I know why they don't like me because they want the money I have.;Mike Tyson;money
Our money is bait money, and bait money is not to be used.;Mike Tyson;money
There was one thing my daddy wouldn't tolerate in any shape, form or fashion, and that was being unkind or rude to somebody. That was just very important to my folks. And as it turns out, that was a legacy that he left me that money can't buy, is how to be able to treat people.;Paula Deen;money
Motherhood is a great honor and privilege, yet it is also synonymous with servanthood. Every day women are called upon to selflessly meet the needs of their families. Whether they are awake at night nursing a baby, spending their time and money on less-than-grateful teenagers, or preparing meals, moms continuously put others before themselves.;Charles Stanley;money
Labour was the first price, the original purchase - money that was paid for all things. It was not by gold or by silver, but by labour, that all wealth of the world was originally purchased.;Adam Smith;money
Gambling with cards or dice or stocks is all one thing. It's getting money without giving an equivalent for it.;Henry Ward Beecher;money
One might think that the money value of an invention constitutes its reward to the man who loves his work. But... I continue to find my greatest pleasure, and so my reward, in the work that precedes what the world calls success.;Thomas A. Edison;money
I went into the business for the money, and the art grew out of it. If people are disillusioned by that remark, I can't help it. It's the truth.;Charlie Chaplin;money
The writer must earn money in order to be able to live and to write, but he must by no means live and write for the purpose of making money.;Karl Marx;money
Why is there so much month left at the end of the money?;John Barrymore;money
I'd have stopped writing years ago if it were for the money.;Paulo Coelho;money
There is no class so pitiably wretched as that which possesses money and nothing else.;Andrew Carnegie;money
You are your greatest asset. Put your time, effort and money into training, grooming, and encouraging your greatest asset.;Tom Hopkins;money
The problem with socialism is that you eventually run out of other peoples' money.;Margaret Thatcher;money
Capital is money, capital is commodities. By virtue of it being value, it has acquired the occult ability to add value to itself. It brings forth living offspring, or, at the least, lays golden eggs.;Karl Marx;money
I think one of the most pervasive evils in this world is greed and acquiring money for money's sake. Once you have six houses and a plane, it's just about a number. It's never been anything I understood.;Kevin Bacon;money
Money can buy you a fine dog, but only love can make him wag his tail.;Kinky Friedman;money
Now, people when I say that look at me and say, 'What are you talking about, Joe? You're telling me we have to go spend money to keep from going bankrupt?'. The answer is yes, that's what I'm telling you.;Joe Biden;money
It is a fact that around the world the elites of every country are making money.;Hillary Clinton;money
Economy does not lie in sparing money, but in spending it wisely.;Thomas Huxley;money
When I graduated from high school, it was during the Depression and we had no money.;Ray Bradbury;money
The big difference between sex for money and sex for free is that sex for money usually costs a lot less.;Brendan Behan;money
There's so little money in my bank account, my scenic checks show a ghetto.;Phyllis Diller;money
I spent a lot of money on booze, birds and fast cars. The rest I just squandered.;George Best;money
There is a gigantic difference between earning a great deal of money and being rich.;Marlene Dietrich;money
America believes in education: the average professor earns more money in a year than a professional athlete earns in a whole week.;Evan Esar;money
A woman must have money and a room of her own if she is to write fiction.;Virginia Woolf;money
If a nation values anything more than freedom, it will lose its freedom, and the irony of it is that if it is comfort or money that it values more, it will lose that too.;W. Somerset Maugham;money
You don't appreciate a lot of stuff in school until you get older. Little things like being spanked every day by a middle-aged woman: Stuff you pay good money for in later life.;Emo Philips;money
I have a problem with too much money. I can't reinvest it fast enough, and because I reinvest it, more money comes in. Yes, the rich do get richer.;Robert Kiyosaki;money
Flattery is a kind of bad money, to which our vanity gives us currency.;Francois de La Rochefoucauld;money
I do not suppose I shall be remembered for anything. But I don't think about my work in those terms. It is just as vulgar to work for the sake of posterity as to work for the sake of money.;Orson Welles;money
People who identify themselves as conservatives donate money to charity more often than people who identify themselves as liberals. They donate more money and a higher percentage of their incomes.;Thomas Sowell;money
We can't go to people who have lost their job at GM and say, 'Oh, by the way, we are going to pay money to build a road here or inoculate children there,' unless we can demonstrate that it is in America's interest. I happen to think it is.;Hillary Clinton;money
You know, people make a lot of money talking about me, don't they?;Hillary Clinton;money
The sinews of war are infinite money.;Marcus Tullius Cicero;money
Money is like manure, of very little use except it be spread.;Francis Bacon;money
Success is having to worry about every damn thing in the world, except money.;Johnny Cash;money
I have ways of making money that you know nothing of.;John D. Rockefeller;money
Because people have no thoughts to deal in, they deal cards, and try and win one another's money. Idiots!;Arthur Schopenhauer;money
Getting money is not all a man's business: to cultivate kindness is a valuable part of the business of life.;Samuel Johnson;money
Property may be destroyed and money may lose its purchasing power but, character, health, knowledge and good judgement will always be in demand under all conditions.;Roger Babson;money
Love him or hate him, Trump is a man who is certain about what he wants and sets out to get it, no holds barred. Women find his power almost as much of a turn-on as his money.;Donald Trump;money
Criminals are never very amusing. It's because they're failures. Those who make real money aren't counted as criminals. This is a class distinction, not an ethical problem.;Orson Welles;money
The man who has no money is poor, but one who has nothing but money is poorer. He only is rich who can enjoy without owning he is poor who though he has millions is covetous.;Orison Swett Marden;money
I never heard of an old man forgetting where he had buried his money! Old people remember what interests them: the dates fixed for their lawsuits, and the names of their debtors and creditors.;Marcus Tullius Cicero;money
The civility which money will purchase, is rarely extended to those who have none.;Charles Dickens;money
It is easy to be independent when you've got money. But to be independent when you haven't got a thing, that's the Lord's test.;Mahalia Jackson;money
A fascist is one whose lust for money or power is combined with such an intensity of intolerance toward those of other races, parties, classes, religions, cultures, regions or nations as to make him ruthless in his use of deceit or violence to attain his ends.;Henry A. Wallace;money
Architect. One who drafts a plan of your house, and plans a draft of your money.;Ambrose Bierce;money
If you don't want to work you have to work to earn enough money so that you won't have to work.;Ogden Nash;money
Writing is like prostitution. First you do it for love, and then for a few close friends, and then for money.;Moliere;money
I'd asked around 10 or 15 people for suggestions. Finally one lady friend asked the right question, 'Well, what do you love most?' That's how I started painting money.;Andy Warhol;money
That's the trouble with being me. At this point, nobody gives a damn what my problem is. I could literally have a tumor on the side of my head and they'd be like, 'Yeah, big deal. I'd eat a tumor every morning for the kinda money you're pulling down.';Jim Carrey;money
Nothing is so strongly fortified that it cannot be taken by money.;Marcus Tullius Cicero;money
The shortest period of time lies between the minute you put some money away for a rainy day and the unexpected arrival of rain.;Jane Bryant Quinn;money
Right now it's only a notion, but I think I can get the money to make it into a concept, and later turn it into an idea.;Woody Allen;money
I think writing really helps you heal yourself. I think if you write long enough, you will be a healthy person. That is, if you write what you need to write, as opposed to what will make money, or what will make fame.;Alice Walker;money
I don't make deals for the money. I've got enough, much more than I'll ever need. I do it to do it.;Donald Trump;money
When I get a little money I buy books and if any is left I buy food and clothes.;Desiderius Erasmus;money
To be clever enough to get all that money, one must be stupid enough to want it.;Gilbert K. Chesterton;money
A drunkard would not give money to sober people. He said they would only eat it, and buy clothes and send their children to school with it.;Samuel Butler;money
You can't get rid of poverty by giving people money.;P. J. O'Rourke;money
Want of money and the distress of a thief can never be alleged as the cause of his thieving, for many honest people endure greater hardships with fortitude. We must therefore seek the cause elsewhere than in want of money, for that is the miser's passion, not the thief s.;William Blake;money
The seven deadly sins: Want of money, bad health, bad temper, chastity, family ties, knowing that you know things, and believing in the Christian religion.;Samuel Butler;money
To the eyes of a miser a guinea is more beautiful than the sun, and a bag worn with the use of money has more beautiful proportions than a vine filled with grapes.;William Blake;money
Money is kind of a base subject. Like water, food, air and housing, it affects everything yet for some reason the world of academics thinks it's a subject below their social standing.;Robert Kiyosaki;money
Success isn't measured by money or power or social rank. Success is measured by your discipline and inner peace.;Mike Ditka;money
The parents have a right to say that no teacher paid by their money shall rob their children of faith in God and send them back to their homes skeptical, or infidels, or agnostics, or atheists.;William Jennings Bryan;money
No man but a blockhead ever wrote except for money.;Samuel Johnson;money
A liberal is a man who is willing to spend somebody else's money.;Carter Glass;money
The worst thing that can happen to a man is to lose his money, the next worst his health, the next worst his reputation.;Samuel Butler;money
Money is the worst currency that ever grew among mankind. This sacks cities, this drives men from their homes, this teaches and corrupts the worthiest minds to turn base deeds.;Sophocles;money
Admittedly, a homosexual can be conditioned to react sexually to a woman, or to an old boot for that matter. In fact, both homo - and heterosexual experimental subjects have been conditioned to react sexually to an old boot, and you can save a lot of money that way.;William S. Burroughs;money
The first time you marry for love, the second for money, and the third for companionship.;Jackie Kennedy;money
False riches, consisting of money, houses and lands, acquired by selfish means at cost to others and thereafter used selfishly, are almost always used for the oppression of other persons.;Joseph Franklin Rutherford;money
Liberals, it has been said, are generous with other peoples' money, except when it comes to questions of national survival when they prefer to be generous with other people's freedom and security.;William F. Buckley, Jr.;money
It will be a great day when our schools have all the money they need, and our air force has to have a bake-sale to buy a bomber.;Robert Fulghum;money
People say that money is not the key to happiness, but I always figured if you have enough money, you can have a key made.;Joan Rivers;money
I know it's going to be the private sector that leads this country out of the current economic times we're in. You can spend your money better than the government can spend your money.;George W. Bush;money
Prices are important not because money is considered paramount but because prices are a fast and effective conveyor of information through a vast society in which fragmented knowledge must be coordinated.;Thomas Sowell;money
The blues is losing someone you love and not having enough money to immerse yourself in drink.;Henry Rollins;money
The safe way to double your money is to fold it over once and put it in your pocket.;Kin Hubbard;money
I hope all of you are going to fill out your census form when it comes in the mail next month. If you don't return the form the area you live in might get less government money and you wouldn't want that to happen, would you.;Andy Rooney;money
In marriage do thou be wise: prefer the person before money, virtue before beauty, the mind before the body then thou hast a wife, a friend, a companion, a second self.;William Penn;money
It's a great thing when you can show that you've been successful and that you've made a lot of money and that you've employed a lot of people.;Donald Trump;money
I think, in a way, I invented the term 'fight club' and that these things have always existed, but they never really had a label. Nobody had a language to apply to them. I created that language in two words and I've been paid a great deal of money for inventing two words and labeling something that has always been around.;Chuck Palahniuk;money
Money, it turned out, was exactly like sex, you thought of nothing else if you didn't have it and thought of other things if you did.;James A. Baldwin;money
Boxing is the only sport you can get your brain shook, your money took and your name in the undertaker book.;Joe Frazier;money
I have a lot of money.;Chuck Palahniuk;money
He who receives money in trust to administer for the benefit of its owner, and uses it either for his own interest or against the wishes of its rightful owner, is a thief.;Jose Marti;money
Brigands demand your money or your life women require both.;Samuel Butler;money
To fulfill a dream, to be allowed to sweat over lonely labor, to be given a chance to create, is the meat and potatoes of life. The money is the gravy.;Bette Davis;money
There are a handful of people whom money won't spoil, and we all count ourselves among them.;Mignon McLaughlin;money
The darkest hour in any man's life is when he sits down to plan how to get money without earning it.;Horace Greeley;money
We can safely abandon the doctrine of the eighties, namely that the rich were not working because they had too little money, the poor because they had much.;John Kenneth Galbraith;money
Our greatest lack is not money for any undertaking, but rather ideas, If the ideas are good, cash will somehow flow to where it is needed.;Robert H. Schuller;money
You never suffer from a money problem, you always suffer from an idea problem.;Robert H. Schuller;money
Money can't buy you happiness but it does bring you a more pleasant form of misery.;Spike Milligan;money
I refuse to feel guilty. I feel guilty about too much in my life but not about money. I went through periods when I had nothing, so somebody in my family has to get stinkin' wealthy.;Jim Carrey;money
I have grown up alone. I've taken care of myself. I worked, earned money and was independent at 18.;Ingrid Bergman;money
You cannot spend money in luxury without doing good to the poor. Nay, you do more good to them by spending it in luxury, than by giving it for by spending it in luxury, you make them exert industry, whereas by giving it, you keep them idle.;Samuel Johnson;money
Money and time are the heaviest burdens of life, and... the unhappiest of all mortals are those who have more of either than they know how to use.;Samuel Johnson;money
Money is the last enemy that shall never be subdued. While there is flesh there is money or the want of money, but money is always on the brain so long as there is a brain in reasonable order.;Samuel Butler;money
Whoever said money can't buy happiness simply didn't know where to go shopping.;Bo Derek;money
I call crony capitalism, where you take money from successful small businesses, spend it in Washington on favored industries, on favored individuals, picking winners and losers in the economy, that's not pro-growth economics. That's not entrepreneurial economics. That's not helping small businesses. That's cronyism, that's corporate welfare.;Paul Ryan;money
When you first get money, you buy all these things so no one thinks you're mean, and you spread it around. You get a chauffeur and you find yourself thrown around the back of this car and you think, I was happier when I had my own little car! I could drive myself!;Paul McCartney;money
I haven't been as wild with my money as somebody like me might have been. I've been very safe, very conservative with investments. I don't blow money. I don't have a ton of houses. I know things can go away. I've already had that experience.;Jim Carrey;money
A drinker has a hole under his nose that all his money runs into.;Thomas Fuller;money
You loan your friend money. You see them again, they don't say nothin' 'bout the money. 'Hi, how ya doin'? How's ya mama doing?' Man, how's my money doin'?;Chris Tucker;money
If you real desire is to be good, there is no need to wait for the money before you do it you can do it now, this very moment, and just where you are.;James Allen;money
The money can be a hindrance to someone like me because the danger is that you start thinking, 'Is that a $20 million take?' That kind of thing, and being self-critical.;Jim Carrey;money
Money is a handmaiden, if thou knowest how to use it a mistress, if thou knowest not.;Horace;money
The way to make money is to buy when blood is running in the streets.;John D. Rockefeller;money
There are two things people want more than sex and money... recognition and praise.;Mary Kay Ash;money
Teamwork is so important that it is virtually impossible for you to reach the heights of your capabilities or make the money that you want without becoming very good at it.;Brian Tracy;money
Money is the string with which a sardonic destiny directs the motions of its puppets.;W. Somerset Maugham;money
Money is power, and in that government which pays all the public officers of the states will all political power be substantially concentrated.;Andrew Jackson;money
The three most important things a man has are, briefly, his private parts, his money, and his religious opinions.;Samuel Butler;money
It has been said that the love of money is the root of all evil. The want of money is so quite as truly.;Samuel Butler;money
The want of money is the root of all evil.;Samuel Butler;money
We shall never get people whose time is money to take much interest in atoms.;Samuel Butler;money
The sinews of art and literature, like those of war, are money.;Samuel Butler;money
After you're older, two things are possibly more important than any others: health and money.;Helen Gurley Brown;money
I don't believe the most successful people are the ones who got the best grades, got into the best schools, or made the most money.;Ben Stein;money
For a successful entrepreneur it can mean extreme wealth. But with extreme wealth comes extreme responsibility. And the responsibility for me is to invest in creating new businesses, create jobs, employ people, and to put money aside to tackle issues where we can make a difference.;Richard Branson;money
Business, you know, may bring you money, but friendship hardly ever does.;Jane Austen;money
I believe that sex is one of the most beautiful, natural, wholesome things that money can buy.;Steve Martin;money
Even with my divorce and with everything, I don't need money.;Arnold Schwarzenegger;money
I have not been that wise. Health I have taken for granted. Love I have demanded, perhaps too much and too often. As for money, I have only realized its true worth when I didn't have it.;Hedy Lamarr;money
No money is better spent than what is laid out for domestic satisfaction.;Samuel Johnson;money
There are few ways in which a man can be more innocently employed than in getting money.;Samuel Johnson;money
We need to shift from an economic organizing principle for human civilization, to a humanitarian organizing principle. Making money more important than your own children is a pathological way for an individual to run their affairs, and it's a pathological way for a society to run its affairs.;Marianne Williamson;money
If you work just for money, you'll never make it, but if you love what you're doing and you always put the customer first, success will be yours.;Ray Kroc;money
I advise everybody not to save: spend your money. Most people save all their lives and leave it to somebody else. Money is to be enjoyed.;Hedy Lamarr;money
I'd like to be rich. I'd like a lot of money to put into my physicals and to buy food for all my friends.;Syd Barrett;money
Well, I think that California has had a history of always spending more money than it takes in.;Arnold Schwarzenegger;money
I have plenty of money, unlike other Hollywood celebrities or athletes that have not invested well.;Arnold Schwarzenegger;money
The focus on my appearance has really surprised me. I've always been a size 14 to 16, I don't care about clothes, I'd rather spend my money on cigarettes and booze.;Adele;money
The more money an American accumulates, the less interesting he becomes.;Gore Vidal;money
It isn't enough for you to love money - it's also necessary that money should love you.;Kin Hubbard;money
Who gets the risks? The risks are given to the consumer, the unsuspecting consumer and the poor work force. And who gets the benefits? The benefits are only for the corporations, for the money makers.;Cesar Chavez;money
One must beware of ministers who can do nothing without money, and those who want to do everything with money.;Indira Gandhi;money
We don't need new taxes. We need new taxpayers, people that are gainfully employed, making money and paying into the tax system. And then we need a government that has the discipline to take that additional revenue and use it to pay down the debt and never grow it again.;Marco Rubio;money
Spirituality does two things for you. One, you are forced to become more selfless, two, you trust to providence. The opposite of a spiritual man is a materialist. If I was a materialist I would be making lots of money doing endorsements, doing cricket commentary. I have no interest in that.;Imran Khan;money
When a fellow says, 'It ain't the money but the principle of the thing,' it's the money.;Kin Hubbard;money
Bargain... anything a customer thinks a store is losing money on.;Kin Hubbard;money
Nobody works as hard for his money as the man who marries it.;Kin Hubbard;money
Money is like a sixth sense without which you cannot make a complete use of the other five.;W. Somerset Maugham;money
Be the business never so painful, you may have it done for money.;Thomas Fuller;money
The process by which banks create money is so simple that the mind is repelled.;John Kenneth Galbraith;money
Money may not buy happiness, but it can damn well give it!;Freddie Mercury;money
It costs a lot of money to look this cheap.;Dolly Parton;money
Recommend virtue to your children it alone, not money, can make them happy. I speak from experience.;Ludwig van Beethoven;money
Money, like vodka, turns a person into an eccentric.;Anton Chekhov;money
One of the evils of money is that it tempts us to look at it rather than at the things that it buys.;E. M. Forster;money
The political system is not for the people. The people are secondary to the economy. It's about what generates money, not about what benefits the people.;Ziggy Marley;money
Knowledge is like money: to be of value it must circulate, and in circulating it can increase in quantity and, hopefully, in value.;Louis L'Amour;money
People first, then money, then things.;Suze Orman;money
Bank failures are caused by depositors who don't deposit enough money to cover losses due to mismanagement.;Dan Quayle;money
Sure, I have friends, plenty of friends, and they all come around wantin' to borrow money. I've always been generous with my friends and family, with money, but selfish with the important stuff like love.;Richard Pryor;money
In fact, the confidence of the people is worth more than money.;Carter G. Woodson;money
If money titles meant anything, I'd play more tournaments. The only thing that means a lot to me is winning. If I have more wins than anybody else and win more majors than anybody else in the same year, then it's been a good year.;Tiger Woods;money
When an actor has money he doesn't send letters, he sends telegrams.;Anton Chekhov;money
Money can't buy you happiness, but it can buy you a yacht big enough to pull up right alongside it.;David Lee Roth;money
The day, water, sun, moon, night - I do not have to purchase these things with money.;Plautus;money
Like anything else that happens on its own, the act of writing is beyond currency. Money is great stuff to have, but when it comes to the act of creation, the best thing is not to think of money too much. It constipates the whole process.;Stephen King;money
Nothing induces me to read a novel except when I have to make money by writing about it. I detest them.;Virginia Woolf;money
Certainly there are things in life that money can't buy, but it's very funny - Did you ever try buying then without money?;Ogden Nash;money
If borrowing and spending all this money led to more jobs than we would be at full employment already.;Paul Ryan;money
Sincerity: willingness to spend one's own money.;Mason Cooley;money
Kindness eases everything almost as much as money does.;Mason Cooley;money
An athlete cannot run with money in his pockets. He must run with hope in his heart and dreams in his head.;Emil Zatopek;money
Books are the money of Literature, but only the counters of Science.;Thomas Huxley;money
The greatest pleasure when I started making money was not buying cars or yachts but finding myself able to have as many freshly typed drafts as possible.;Gore Vidal;money
Politics isn't about big money or power games it's about the improvement of people's lives.;Paul Wellstone;money
If you dream of something worth doing and then simply go to work on it and don't think anything of personalities, or emotional conflicts, or of money, or of family distractions it is amazing how quickly you get through those 5,000 steps.;Edwin Land;money
He who controls the money supply of a nation controls the nation.;James A. Garfield;money
I'm hopeless with money I simply spend what I've got.;Freddie Mercury;money
